,MAO,ITA,BOR,MNC
2020-12-27,20.62,6.89,13.18,11.84
2020-12-28,20.72,6.97,13.38,11.96
2020-12-29,20.80,7.10,13.62,12.08
2020-12-30,20.96,7.24,13.83,12.34
2020-12-31,21.11,7.37,13.78,12.46
2021-01-01,21.26,7.48,14.16,12.57
2021-01-02,21.39,7.60,14.28,12.68
2021-01-03,21.52,7.73,14.40,12.81
2021-01-04,21.63,7.86,14.48,12.91
2021-01-05,21.77,7.98,14.57,13.02
2021-01-06,21.89,8.08,14.65,13.12
2021-01-07,22.02,8.20,14.74,13.23
2021-01-08,22.13,8.32,14.89,13.33
2021-01-09,22.25,8.42,14.98,13.46
2021-01-10,22.38,8.55,15.10,13.57
2021-01-11,22.51,8.67,15.21,13.67
2021-01-12,22.62,8.75,15.33,13.75
2021-01-13,22.71,8.88,15.29,13.83
2021-01-14,22.82,8.95,15.56,13.92
2021-01-15,22.93,9.04,15.71,14.01
2021-01-16,23.03,9.15,15.86,14.10
2021-01-17,23.12,9.23,15.99,14.19
2021-01-18,23.21,9.34,16.09,14.27
2021-01-19,23.33,9.45,16.22,14.36
2021-01-20,23.50,9.59,16.32,14.52
2021-01-21,23.62,9.71,16.54,14.63
2021-01-22,23.72,9.80,16.71,14.73
2021-01-23,23.80,9.88,16.82,14.80
2021-01-24,23.88,9.96,16.99,14.88
2021-01-25,23.95,10.06,17.16,14.97
2021-01-26,24.02,10.13,17.30,15.03
2021-01-27,24.11,10.22,17.46,15.11
2021-01-28,24.21,10.27,17.52,15.20
2021-01-29,24.30,10.41,17.57,15.26
2021-01-30,24.37,10.49,17.72,15.31
2021-01-31,24.43,10.55,17.80,15.38
2021-02-01,24.49,10.61,17.87,15.44
2021-02-02,24.57,10.67,17.91,15.51
2021-02-03,24.64,10.75,17.94,15.58
2021-02-04,24.68,10.79,17.98,15.63
2021-02-05,24.73,10.82,18.02,15.68
2021-02-06,24.78,10.88,18.08,15.73
2021-02-07,24.82,10.93,18.14,15.77
2021-02-08,24.87,10.98,18.21,15.82
2021-02-09,24.91,11.02,18.29,15.87
2021-02-10,24.97,11.08,18.37,15.92
2021-02-11,25.00,11.13,18.49,15.96
2021-02-12,25.06,11.19,18.64,16.04
2021-02-13,25.12,11.25,18.72,16.10
2021-02-14,25.19,11.36,18.79,16.18
2021-02-15,25.26,11.41,18.92,16.25
2021-02-16,25.35,11.48,19.03,16.31
2021-02-17,25.39,11.51,19.08,16.33
2021-02-18,25.40,11.56,19.11,16.38
2021-02-19,25.42,11.60,19.18,16.41
2021-02-20,25.46,11.67,19.29,16.48
2021-02-21,25.51,11.73,19.42,16.51
2021-02-22,25.56,11.76,19.52,16.53
2021-02-23,25.59,11.80,19.57,16.56
2021-02-24,25.63,11.83,19.61,16.60
2021-02-25,25.65,11.88,19.64,16.65
2021-02-26,25.69,11.95,19.68,16.68
2021-02-27,25.73,12.00,19.72,16.73
2021-02-28,25.76,12.04,19.79,16.76
2021-03-01,25.79,12.06,19.88,16.78
2021-03-02,25.81,12.15,19.92,16.83
2021-03-03,25.84,12.19,20.04,16.87
2021-03-04,25.88,12.23,20.12,16.88
2021-03-05,25.91,12.28,20.18,16.93
2021-03-06,25.94,12.32,20.24,16.95
2021-03-07,25.98,12.37,20.29,16.97
2021-03-08,26.02,12.41,20.36,17.04
2021-03-09,26.04,12.45,20.45,17.07
2021-03-10,26.07,12.50,20.47,17.11
2021-03-11,26.13,12.59,20.52,17.17
2021-03-12,26.19,12.63,20.55,17.23
2021-03-13,26.25,12.70,20.62,17.29
2021-03-14,26.31,12.74,20.67,17.33
2021-03-15,26.38,12.78,20.74,17.39
2021-03-16,26.41,12.83,20.76,17.44
2021-03-17,26.46,12.86,20.80,17.47
2021-03-18,26.53,12.94,20.86,17.57
2021-03-19,26.58,12.97,20.88,17.61
2021-03-20,26.63,12.98,20.92,17.68
2021-03-21,26.68,13.02,20.97,17.81
2021-03-22,26.74,13.09,21.01,17.85
2021-03-23,26.81,13.12,21.08,17.91
2021-03-24,26.90,13.19,21.10,17.97
2021-03-25,26.95,13.24,21.08,18.00
2021-03-26,26.99,13.27,21.10,18.02
2021-03-27,27.04,13.30,21.10,18.07
2021-03-28,27.10,13.32,21.12,18.12
2021-03-29,27.16,13.38,21.14,18.17
2021-03-30,27.21,13.43,21.16,18.25
2021-03-31,27.28,13.48,21.20,18.32
2021-04-01,27.34,13.54,21.26,18.37
2021-04-02,27.40,13.57,21.27,18.41
2021-04-03,27.45,13.61,21.28,18.45
2021-04-04,27.50,13.64,21.28,18.51
2021-04-05,27.54,13.68,21.30,18.55
2021-04-06,27.60,13.74,21.36,18.61
2021-04-07,27.65,13.77,21.36,18.66
2021-04-08,27.70,13.80,21.39,18.71
2021-04-09,27.75,13.82,21.40,18.75
2021-04-10,27.80,13.86,21.42,18.81
2021-04-11,27.86,13.90,21.45,18.85
2021-04-12,27.92,13.93,21.47,18.90
2021-04-13,27.96,13.95,21.49,18.94
2021-04-14,28.01,13.98,21.50,19.01
2021-04-15,28.08,14.03,21.50,19.04
2021-04-16,28.14,14.07,21.52,19.09
2021-04-17,28.21,14.09,21.52,19.16
2021-04-18,28.28,14.15,21.55,19.22
2021-04-19,28.36,14.22,21.58,19.26
2021-04-20,28.42,14.25,21.60,19.32
2021-04-21,28.48,14.28,21.60,19.37
2021-04-22,28.54,14.31,21.62,19.42
2021-04-23,28.61,14.36,21.63,19.47
2021-04-24,28.67,14.38,21.64,19.51
2021-04-25,28.72,14.44,21.64,19.56
2021-04-26,28.77,14.48,21.66,19.64
2021-04-27,28.86,14.53,21.71,19.71
2021-04-28,28.92,14.56,21.76,19.78
2021-04-29,28.98,14.59,21.81,19.83
2021-04-30,29.03,14.62,21.83,19.87
2021-05-01,29.08,14.66,21.84,19.91
2021-05-02,29.12,14.70,21.84,19.97
2021-05-03,29.16,14.74,21.86,20.01
2021-05-04,29.23,14.79,21.86,20.06
2021-05-05,29.27,14.81,21.87,20.09
2021-05-06,29.30,14.85,21.88,20.14
2021-05-07,29.33,14.86,21.86,20.15
2021-05-08,29.38,14.90,21.86,20.19
2021-05-09,29.43,14.93,21.86,20.24
2021-05-10,29.47,14.95,21.86,20.28
2021-05-11,29.52,14.99,21.84,20.31
2021-05-12,29.56,15.02,21.88,20.35
2021-05-13,29.60,15.05,21.88,20.39
2021-05-14,29.64,15.06,21.78,20.45
2021-05-15,29.67,15.08,21.69,20.46
2021-05-16,29.70,15.09,21.62,20.49
2021-05-17,29.72,15.11,21.66,20.51
2021-05-18,29.74,15.14,21.64,20.55
2021-05-19,29.77,15.15,21.55,20.58
2021-05-20,29.81,15.16,21.47,20.61
2021-05-21,29.84,15.17,21.40,20.64
2021-05-22,29.86,15.19,21.35,20.65
2021-05-23,29.88,15.19,21.27,20.67
2021-05-24,29.89,15.19,21.23,20.69
2021-05-25,29.91,15.19,21.19,20.71
2021-05-26,29.92,15.19,21.15,20.73
2021-05-27,29.93,15.19,21.10,20.74
2021-05-28,29.95,15.19,21.04,20.75
2021-05-29,29.95,15.19,20.91,20.77
2021-05-30,29.97,15.19,20.82,20.78
2021-05-31,29.97,15.20,20.74,20.78
2021-06-01,29.98,15.19,20.70,20.77
2021-06-02,29.98,15.18,20.65,20.78
2021-06-03,29.98,15.18,20.58,20.79
2021-06-04,29.99,15.18,20.52,20.79
2021-06-05,30.00,15.18,20.48,20.80
2021-06-06,30.00,15.17,20.48,20.81
2021-06-07,30.00,15.17,20.47,20.82
2021-06-08,30.00,15.16,20.39,20.82
2021-06-09,30.00,15.15,20.25,20.82
2021-06-10,30.00,15.15,20.17,20.82
2021-06-11,30.00,15.14,20.13,20.82
2021-06-12,30.00,15.12,20.10,20.82
2021-06-13,30.00,15.11,20.07,20.82
2021-06-14,29.99,15.09,20.04,20.82
2021-06-15,29.99,15.09,19.99,20.83
2021-06-16,30.02,15.09,19.94,20.83
2021-06-17,30.02,15.09,19.92,20.85
2021-06-18,30.02,15.09,19.91,20.86
2021-06-19,30.02,15.09,19.89,20.86
2021-06-20,30.02,15.08,19.88,20.85
2021-06-21,30.01,15.08,19.88,20.84
2021-06-22,30.00,15.08,19.88,20.83
2021-06-23,30.01,15.06,19.87,20.82
2021-06-24,30.01,15.05,19.83,20.81
2021-06-25,30.00,15.04,19.79,20.80
2021-06-26,29.99,15.05,19.75,20.79
2021-06-27,29.98,15.03,19.72,20.78
2021-06-28,29.98,15.01,19.66,20.77
2021-06-29,29.97,15.01,19.59,20.76
2021-06-30,29.96,14.98,19.51,20.75
2021-07-01,29.94,14.96,19.44,20.74
2021-07-02,29.91,14.95,19.35,20.73
2021-07-03,29.89,14.93,19.29,20.72
2021-07-04,29.88,14.91,19.22,20.71
2021-07-05,29.87,14.89,19.17,20.70
2021-07-06,29.85,14.87,19.15,20.67
2021-07-07,29.83,14.84,19.13,20.65
2021-07-08,29.80,14.82,19.10,20.63
2021-07-09,29.77,14.78,19.10,20.61
2021-07-10,29.75,14.78,19.06,20.58
2021-07-11,29.72,14.75,18.99,20.55
2021-07-12,29.69,14.73,18.92,20.53
2021-07-13,29.67,14.71,18.88,20.51
2021-07-14,29.65,14.68,18.79,20.47
2021-07-15,29.62,14.64,18.73,20.44
2021-07-16,29.59,14.65,18.64,20.41
2021-07-17,29.55,14.55,18.55,20.37
2021-07-18,29.51,14.49,18.43,20.33
2021-07-19,29.46,14.45,18.34,20.30
2021-07-20,29.42,14.42,18.27,20.25
2021-07-21,29.39,14.42,18.22,20.21
2021-07-22,29.35,14.38,18.15,20.17
2021-07-23,29.31,14.35,18.12,20.14
2021-07-24,29.27,14.31,18.04,20.09
2021-07-25,29.23,14.27,17.95,20.05
2021-07-26,29.18,14.23,17.87,20.00
2021-07-27,29.12,14.19,17.79,19.94
2021-07-28,29.08,14.15,17.76,19.89
2021-07-29,29.02,14.11,17.75,19.83
2021-07-30,28.96,14.08,17.71,19.78
2021-07-31,28.92,14.03,17.66,19.72
2021-08-01,28.87,13.98,17.62,19.67
2021-08-02,28.82,13.94,17.57,19.61
2021-08-03,28.78,13.89,17.52,19.55
2021-08-04,28.72,13.85,17.47,19.49
2021-08-05,28.67,13.80,17.38,19.45
2021-08-06,28.62,13.74,17.30,19.38
2021-08-07,28.56,13.68,17.23,19.34
2021-08-08,28.50,13.63,17.17,19.26
2021-08-09,28.43,13.57,17.10,19.19
2021-08-10,28.38,13.52,17.00,19.13
2021-08-11,28.31,13.46,16.92,19.05
2021-08-12,28.25,13.41,16.83,18.99
2021-08-13,28.20,13.36,16.75,18.96
2021-08-14,28.15,13.32,16.63,18.89
2021-08-15,28.10,13.27,16.56,18.82
2021-08-16,28.04,13.22,16.51,18.75
2021-08-17,27.98,13.15,16.49,18.67
2021-08-18,27.90,13.10,16.43,18.60
2021-08-19,27.85,13.04,16.34,18.52
2021-08-20,27.78,12.98,16.23,18.44
2021-08-21,27.71,12.92,16.16,18.35
2021-08-22,27.64,12.85,16.12,18.27
2021-08-23,27.56,12.79,16.06,18.17
2021-08-24,27.48,12.72,15.98,18.08
2021-08-25,27.39,12.65,15.90,18.01
2021-08-26,27.30,12.58,15.81,17.89
2021-08-27,27.20,12.51,15.72,17.77
2021-08-28,27.13,12.44,15.64,17.65
2021-08-29,27.06,12.36,15.61,17.52
2021-08-30,26.98,12.30,15.49,17.40
2021-08-31,26.92,12.22,15.46,17.28
2021-09-01,26.82,12.15,15.42,17.16
2021-09-02,26.74,12.06,15.35,17.04
2021-09-03,26.63,11.98,15.28,16.92
2021-09-04,26.53,11.89,15.21,16.80
2021-09-05,26.43,11.80,15.11,16.68
2021-09-06,26.32,11.70,14.99,16.56
2021-09-07,26.20,11.60,14.87,16.43
2021-09-08,26.08,11.50,14.73,16.31
2021-09-09,25.95,11.41,14.63,16.19
2021-09-10,25.82,11.31,14.53,16.07
2021-09-11,25.69,11.21,14.41,15.94
2021-09-12,25.56,11.11,14.33,15.75
2021-09-13,25.42,10.99,14.24,15.59
2021-09-14,25.29,10.88,14.12,15.40
2021-09-15,25.13,10.75,14.01,15.27
2021-09-16,24.99,10.63,13.90,15.10
2021-09-17,24.82,10.51,13.79,14.93
2021-09-18,24.67,10.38,13.67,14.76
2021-09-19,24.52,10.26,13.58,14.59
2021-09-20,24.36,10.14,13.48,14.42
2021-09-21,24.19,10.01,13.37,14.25
2021-09-22,24.03,9.88,13.24,14.08
2021-09-23,23.87,9.76,13.13,13.91
2021-09-24,23.68,9.62,13.00,13.65
2021-09-25,23.52,9.49,12.88,13.48
2021-09-26,23.37,9.36,12.76,13.33
2021-09-27,23.22,9.22,12.64,13.18
2021-09-28,23.06,9.09,12.54,13.03
2021-09-29,22.90,8.96,12.47,12.90
2021-09-30,22.76,8.83,12.34,12.77
2021-10-01,22.62,8.70,12.21,12.63
2021-10-02,22.48,8.58,12.06,12.52
2021-10-03,22.34,8.44,11.88,12.38
2021-10-04,22.21,8.32,11.82,12.26
2021-10-05,22.07,8.20,11.74,12.16
2021-10-06,21.94,8.08,11.67,12.05
2021-10-07,21.82,7.98,11.58,11.98
2021-10-08,21.69,7.88,11.48,11.81
2021-10-09,21.58,7.77,11.29,11.72
2021-10-10,21.47,7.68,11.24,11.62
2021-10-11,21.37,7.58,11.19,11.53
2021-10-12,21.26,7.48,11.17,11.43
2021-10-13,21.16,7.39,11.04,11.33
2021-10-14,21.04,7.29,10.97,11.23
2021-10-15,20.93,7.17,10.86,11.13
2021-10-16,20.82,7.05,10.79,11.03
2021-10-17,20.70,6.95,10.69,10.94
2021-10-18,20.58,6.85,10.61,10.84
2021-10-19,20.45,6.73,10.58,10.73
2021-10-20,20.30,6.63,10.51,10.64
2021-10-21,20.15,6.54,10.52,10.54
2021-10-22,20.07,6.46,10.52,10.44
2021-10-23,19.99,6.39,10.47,10.36
2021-10-24,19.92,6.31,10.39,10.29
2021-10-25,19.85,6.23,10.26,10.21
2021-10-26,19.76,6.15,10.18,10.18
2021-10-27,19.69,6.11,10.15,10.15
2021-10-28,19.66,6.07,10.17,10.14
2021-10-29,19.63,6.01,10.22,10.12
2021-10-30,19.59,5.96,10.31,10.09
2021-10-31,19.55,5.91,10.38,10.06
2021-11-01,19.50,5.87,10.45,10.05
2021-11-02,19.47,5.86,10.52,10.04
2021-11-03,19.45,5.84,10.62,10.03
2021-11-04,19.44,5.84,10.69,10.04
2021-11-05,19.44,5.84,10.72,10.06
2021-11-06,19.45,5.86,10.72,10.09
2021-11-07,19.46,5.88,10.72,10.13
2021-11-08,19.48,5.90,10.75,10.16
2021-11-09,19.53,5.93,10.78,10.21
2021-11-10,19.58,5.96,10.82,10.25
2021-11-11,19.63,5.98,10.85,10.29
2021-11-12,19.66,6.00,10.91,10.33
2021-11-13,19.69,6.03,10.96,10.39
2021-11-14,19.72,6.05,11.01,10.44
2021-11-15,19.76,6.08,11.05,10.49
2021-11-16,19.80,6.11,11.13,10.54
2021-11-17,19.85,6.16,11.31,10.63
2021-11-18,19.91,6.25,11.50,10.71
2021-11-19,19.99,6.32,11.65,10.80
2021-11-20,20.08,6.40,11.77,10.91
2021-11-21,20.17,6.48,11.88,11.04
2021-11-22,20.27,6.58,12.02,11.11
2021-11-23,20.37,6.65,12.10,11.22
2021-11-24,20.46,6.73,12.41,11.31
2021-11-25,20.53,6.81,12.58,11.44
2021-11-26,20.61,6.90,12.76,11.53
2021-11-27,20.70,6.98,12.99,11.63
2021-11-28,20.79,7.06,13.12,11.70
2021-11-29,20.89,7.14,13.26,11.78
2021-11-30,20.97,7.22,13.46,11.84
2021-12-01,21.03,7.29,13.62,11.91
2021-12-02,21.12,7.37,13.73,11.97
2021-12-03,21.20,7.44,13.82,12.04
2021-12-04,21.28,7.51,13.92,12.12
2021-12-05,21.35,7.59,13.97,12.16
2021-12-06,21.42,7.67,14.08,12.22
2021-12-07,21.51,7.75,14.14,12.29
2021-12-08,21.60,7.84,14.32,12.37
2021-12-09,21.69,7.93,14.56,12.46
2021-12-10,21.77,8.02,14.84,12.54
2021-12-11,21.87,8.12,15.00,12.63
2021-12-12,21.97,8.23,15.17,12.72
2021-12-13,22.08,8.33,15.35,12.82
2021-12-14,22.17,8.42,15.50,12.90
2021-12-15,22.26,8.51,15.62,12.98
2021-12-16,22.35,8.60,15.74,13.08
2021-12-17,22.44,8.69,15.93,13.18
2021-12-18,22.54,8.80,16.09,13.29
2021-12-19,22.65,8.90,16.22,13.38
2021-12-20,22.76,8.99,16.32,13.49
2021-12-21,22.85,9.07,16.43,13.60
2021-12-22,22.94,9.15,16.49,13.71
2021-12-23,23.05,9.24,16.55,13.81
2021-12-24,23.17,9.33,16.62,13.90
2021-12-25,23.27,9.42,16.70,13.98
2021-12-26,23.37,9.48,16.77,14.06
2021-12-27,23.45,9.56,16.93,14.15
2021-12-28,23.54,9.64,17.08,14.23
2021-12-29,23.61,9.70,17.19,14.32
2021-12-30,23.69,9.78,17.30,14.40
2021-12-31,23.79,9.86,17.42,14.50
2022-01-01,23.87,9.95,17.46,14.59
2022-01-02,23.94,10.03,17.49,14.66
2022-01-03,24.01,10.09,17.52,14.72
2022-01-04,24.07,10.19,17.55,14.77
2022-01-05,24.11,10.24,17.57,14.81
2022-01-06,24.16,10.30,17.59,14.93
2022-01-07,24.21,10.38,17.60,14.93
2022-01-08,24.26,10.46,17.58,14.99
2022-01-09,24.31,10.50,17.53,15.02
2022-01-10,24.37,10.55,17.50,15.05
2022-01-11,24.39,10.59,17.50,15.09
2022-01-12,24.41,10.62,17.57,15.11
2022-01-13,24.42,10.67,17.62,15.13
2022-01-14,24.47,10.68,17.65,15.19
2022-01-15,24.48,10.72,17.67,15.20
2022-01-16,24.48,10.74,17.70,15.20
2022-01-17,24.48,10.76,17.70,15.23
2022-01-18,24.50,10.77,17.72,15.23
2022-01-19,24.50,10.77,17.68,15.22
2022-01-20,24.48,10.76,17.67,15.19
2022-01-21,24.44,10.75,17.58,15.16
2022-01-22,24.40,10.74,17.52,15.12
2022-01-23,24.37,10.74,17.51,15.09
2022-01-24,24.34,10.73,17.49,15.07
2022-01-25,24.29,10.71,17.48,15.02
2022-01-26,24.24,10.69,17.48,14.99
2022-01-27,24.19,10.68,17.47,14.96
2022-01-28,24.15,10.66,17.49,14.91
2022-01-29,24.11,10.64,17.52,14.87
2022-01-30,24.07,10.65,17.53,14.84
2022-01-31,24.02,10.63,17.54,14.79
2022-02-01,23.98,10.60,17.56,14.73
2022-02-02,23.94,10.59,17.59,14.68
2022-02-03,23.92,10.58,17.62,14.67
2022-02-04,23.92,10.59,17.66,14.65
2022-02-05,23.92,10.59,17.69,14.63
2022-02-06,23.92,10.60,17.73,14.61
2022-02-07,23.92,10.58,17.78,14.58
2022-02-08,23.90,10.60,17.84,14.57
2022-02-09,23.90,10.62,17.89,14.57
2022-02-10,23.88,10.65,17.94,14.56
2022-02-11,23.88,10.64,18.03,14.56
2022-02-12,23.88,10.66,18.10,14.56
2022-02-13,23.87,10.67,18.17,14.56
2022-02-14,23.86,10.69,18.25,14.57
2022-02-15,23.89,10.71,18.27,14.59
2022-02-16,23.92,10.73,18.30,14.59
2022-02-17,23.94,10.79,18.34,14.61
2022-02-18,23.96,10.81,18.41,14.66
2022-02-19,23.99,10.86,18.44,14.69
2022-02-20,24.02,10.86,18.48,14.71
2022-02-21,24.06,10.88,18.54,14.74
2022-02-22,24.09,10.93,18.62,14.78
2022-02-23,24.12,10.98,18.67,14.83
2022-02-24,24.18,11.02,18.73,14.93
2022-02-25,24.27,11.07,18.79,15.00
2022-02-26,24.33,11.13,18.85,15.08
2022-02-27,24.39,11.17,18.91,15.16
2022-02-28,24.46,11.22,18.96,15.18
2022-03-01,24.52,11.23,19.02,15.22
2022-03-02,24.59,11.33,19.04,15.29
2022-03-03,24.66,11.38,19.10,15.33
2022-03-04,24.73,11.43,19.17,15.41
2022-03-05,24.80,11.48,19.21,15.48
2022-03-06,24.87,11.55,19.26,15.55
2022-03-07,24.95,11.62,19.35,15.62
2022-03-08,25.02,11.66,19.39,15.69
2022-03-09,25.11,11.72,19.43,15.77
2022-03-10,25.19,11.79,19.52,15.86
2022-03-11,25.27,11.85,19.59,15.93
2022-03-12,25.36,11.90,19.63,16.00
2022-03-13,25.45,11.96,19.67,16.07
2022-03-14,25.55,12.07,19.71,16.17
2022-03-15,25.63,12.13,19.78,16.26
2022-03-16,25.71,12.17,19.85,16.37
2022-03-17,25.81,12.22,19.89,16.45
2022-03-18,25.90,12.27,19.93,16.53
2022-03-19,25.99,12.35,19.98,16.63
2022-03-20,26.09,12.43,20.06,16.72
2022-03-21,26.19,12.51,20.14,16.83
2022-03-22,26.30,12.57,20.18,16.89
2022-03-23,26.39,12.62,20.24,16.97
2022-03-24,26.49,12.69,20.29,17.07
2022-03-25,26.59,12.78,20.36,17.13
2022-03-26,26.69,12.85,20.40,17.25
2022-03-27,26.78,12.91,20.44,17.31
2022-03-28,26.87,12.98,20.47,17.38
2022-03-29,26.96,13.10,20.52,17.48
2022-03-30,27.06,13.19,20.61,17.55
2022-03-31,27.16,13.25,20.69,17.62
2022-04-01,27.21,13.26,20.76,17.67
2022-04-02,27.28,13.35,20.81,17.82
2022-04-03,27.36,13.44,20.87,17.89
2022-04-04,27.44,13.51,20.95,17.97
2022-04-05,27.51,13.56,20.98,18.03
2022-04-06,27.57,13.63,21.01,18.09
2022-04-07,27.63,13.68,21.03,18.14
2022-04-08,27.70,13.72,21.07,18.18
2022-04-09,27.76,13.79,21.11,18.23
2022-04-10,27.82,13.84,21.13,18.29
2022-04-11,27.87,13.90,21.17,18.35
2022-04-12,27.91,13.95,21.19,18.39
2022-04-13,27.97,13.99,21.20,18.44
2022-04-14,28.01,14.03,21.20,18.51
2022-04-15,28.05,14.05,21.20,18.58
2022-04-16,28.10,14.09,21.21,18.63
2022-04-17,28.16,14.13,21.22,18.71
2022-04-18,28.23,14.17,21.22,18.75
2022-04-19,28.30,14.21,21.22,18.80
2022-04-20,28.35,14.26,21.21,18.87
2022-04-21,28.40,14.30,21.20,18.91
2022-04-22,28.45,14.34,21.20,18.96
2022-04-23,28.49,14.37,21.20,19.00
2022-04-24,28.53,14.40,21.20,19.04
2022-04-25,28.56,14.42,21.20,19.08
2022-04-26,28.60,14.43,21.20,19.12
2022-04-27,28.63,14.44,21.20,19.16
2022-04-28,28.67,14.48,21.14,19.21
2022-04-29,28.69,14.49,21.09,19.26
2022-04-30,28.73,14.52,21.03,19.31
2022-05-01,28.77,14.54,20.97,19.35
2022-05-02,28.82,14.58,20.92,19.39
2022-05-03,28.87,14.60,20.86,19.43
2022-05-04,28.90,14.62,20.81,19.48
2022-05-05,28.95,14.67,20.80,19.51
2022-05-06,28.99,14.68,20.78,19.55
2022-05-07,29.03,14.70,20.76,19.60
2022-05-08,29.07,14.70,20.76,19.63
2022-05-09,29.10,14.72,20.75,19.66
2022-05-10,29.12,14.72,20.72,19.69
2022-05-11,29.14,14.74,20.67,19.71
2022-05-12,29.16,14.73,20.58,19.73
2022-05-13,29.19,14.74,20.52,19.76
2022-05-14,29.21,14.74,20.44,19.79
2022-05-15,29.23,14.74,20.36,19.82
2022-05-16,29.24,14.75,20.29,19.85
2022-05-17,29.26,14.75,20.25,19.89
2022-05-18,29.29,14.76,20.20,19.92
2022-05-19,29.30,14.76,20.18,19.94
2022-05-20,29.32,14.76,20.14,19.97
2022-05-21,29.34,14.76,20.11,19.99
2022-05-22,29.36,14.77,20.07,20.01
2022-05-23,29.37,14.76,20.00,20.03
2022-05-24,29.38,14.76,19.93,20.05
2022-05-25,29.39,14.76,19.86,20.06
2022-05-26,29.39,14.75,19.78,20.07
2022-05-27,29.39,14.75,19.69,20.09
2022-05-28,29.40,14.74,19.62,20.11
2022-05-29,29.42,14.75,19.58,20.14
2022-05-30,29.44,14.75,19.51,20.16
2022-05-31,29.47,14.75,19.50,20.19
2022-06-01,29.49,14.75,19.50,20.19
2022-06-02,29.51,14.76,19.49,20.21
2022-06-03,29.51,14.75,19.49,20.23
2022-06-04,29.53,14.75,19.48,20.25
2022-06-05,29.56,14.76,19.44,20.27
2022-06-06,29.59,14.79,19.40,20.29
2022-06-07,29.61,14.78,19.36,20.31
2022-06-08,29.61,14.78,19.32,20.32
2022-06-09,29.61,14.77,19.27,20.32
2022-06-10,29.61,14.76,19.23,20.33
2022-06-11,29.62,14.76,19.15,20.38
2022-06-12,29.64,14.76,19.10,20.40
2022-06-13,29.66,14.76,19.08,20.41
2022-06-14,29.68,14.77,19.04,20.43
2022-06-15,29.70,14.76,19.00,20.44
2022-06-16,29.72,14.77,18.95,20.44
2022-06-17,29.73,14.78,18.95,20.44
2022-06-18,29.73,14.78,18.95,20.44
2022-06-19,29.73,14.77,18.93,20.45
2022-06-20,29.73,14.78,18.92,20.46
2022-06-21,29.74,14.77,18.87,20.46
2022-06-22,29.75,14.78,18.88,20.46
2022-06-23,29.75,14.78,18.87,20.46
2022-06-24,29.75,14.77,18.85,20.45
2022-06-25,29.75,14.77,18.83,20.44
2022-06-26,29.74,14.76,18.82,20.43
2022-06-27,29.73,14.75,18.80,20.43
2022-06-28,29.72,14.76,18.77,20.44
2022-06-29,29.70,14.72,18.75,20.44
2022-06-30,29.69,14.70,18.74,20.43
2022-07-01,29.67,14.66,18.77,20.42
2022-07-02,29.66,14.63,18.73,20.41
2022-07-03,29.64,14.63,18.58,20.39
2022-07-04,29.62,14.66,18.50,20.37
2022-07-05,29.59,14.57,18.42,20.35
2022-07-06,29.57,14.55,18.34,20.32
2022-07-07,29.53,14.53,18.28,20.30
2022-07-08,29.50,14.51,18.20,20.27
2022-07-09,29.47,14.48,18.15,20.24
2022-07-10,29.44,14.46,18.09,20.22
2022-07-11,29.41,14.42,18.07,20.19
2022-07-12,29.38,14.39,18.02,20.16
2022-07-13,29.34,14.35,17.97,20.14
2022-07-14,29.30,14.32,17.87,20.07
2022-07-15,29.26,14.29,17.78,20.01
2022-07-16,29.22,14.25,17.73,19.97
2022-07-17,29.17,14.20,17.60,19.93
2022-07-18,29.12,14.16,17.57,19.88
2022-07-19,29.08,14.13,17.51,19.83
2022-07-20,29.04,14.08,17.48,19.79
2022-07-21,29.00,14.05,17.46,19.75
2022-07-22,28.95,14.01,17.40,19.71
2022-07-23,28.90,13.96,17.33,19.66
2022-07-24,28.85,13.93,17.26,19.61
2022-07-25,28.81,13.89,17.21,19.56
2022-07-26,28.77,13.84,17.15,19.51
2022-07-27,28.72,13.81,17.11,19.45
2022-07-28,28.67,13.77,17.07,19.39
2022-07-29,28.61,13.72,17.04,19.34
2022-07-30,28.55,13.68,17.02,19.29
2022-07-31,28.50,13.65,17.00,19.23
2022-08-01,28.45,13.60,16.98,19.16
2022-08-02,28.40,13.55,16.88,19.11
2022-08-03,28.35,13.50,16.77,19.06
2022-08-04,28.30,13.45,16.69,19.00
2022-08-05,28.25,13.40,16.58,18.93
2022-08-06,28.20,13.35,16.48,18.87
2022-08-07,28.14,13.32,16.36,18.81
2022-08-08,28.08,13.26,16.25,18.75
2022-08-09,28.03,13.21,16.13,18.68
2022-08-10,27.96,13.16,15.99,18.61
2022-08-11,27.90,13.09,15.88,18.54
2022-08-12,27.83,13.03,15.78,18.47
2022-08-13,27.76,12.98,15.61,18.40
2022-08-14,27.70,12.94,15.42,18.32
2022-08-15,27.64,12.88,15.26,18.26
2022-08-16,27.59,12.83,15.12,18.19
2022-08-17,27.52,12.80,14.99,18.12
2022-08-18,27.46,12.76,14.88,18.04
2022-08-19,27.38,12.68,14.78,17.96
2022-08-20,27.30,12.59,14.66,17.89
2022-08-21,27.23,12.54,14.53,17.82
2022-08-22,27.16,12.48,14.44,17.72
2022-08-23,27.09,12.41,14.33,17.63
2022-08-24,27.01,12.34,14.24,17.53
2022-08-25,26.93,12.27,14.14,17.45
